Point ID;Easting;Northing;Elevation;H. Precision;V. Precision;PDOP;Sats;Date;Time
nor3-2851;245617.951;5182546.032;90.239;0.011;0.018;1.222;21;2023-07-25;15:32:37
nor3-2852;245617.427;5182544.722;90.182;0.012;0.019;1.222;21;2023-07-25;15:32:38
nor3-2853;245616.913;5182543.505;90.146;0.013;0.02;1.222;21;2023-07-25;15:32:39
nor3-2854;245616.492;5182542.368;90.146;0.013;0.022;1.222;21;2023-07-25;15:32:40
nor3-2855;245616.201;5182541.269;90.107;0.013;0.024;1.222;20;2023-07-25;15:32:41
nor3-2856;245615.987;5182540.047;90.088;0.016;0.03;1.222;19;2023-07-25;15:32:42
nor3-2857;245615.81;5182538.82;90.081;0.018;0.034;1.222;18;2023-07-25;15:32:43
nor3-2858;245615.696;5182537.617;90.045;0.02;0.034;1.222;18;2023-07-25;15:32:44
nor3-2859;245615.607;5182536.446;90.047;0.019;0.033;1.27;17;2023-07-25;15:32:45
nor3-2860;245615.483;5182535.162;90.037;0.019;0.033;1.27;17;2023-07-25;15:32:46
nor3-2861;245615.401;5182534.133;90.069;0.017;0.03;1.39;18;2023-07-25;15:32:47
nor3-2862;245615.525;5182533.017;90.129;0.017;0.028;1.39;17;2023-07-25;15:32:48
nor3-2863;245615.911;5182531.975;90.134;0.02;0.033;1.403;17;2023-07-25;15:32:49
nor3-2864;245616.463;5182530.913;90.142;0.023;0.041;1.403;17;2023-07-25;15:32:50
nor3-2865;245617.146;5182529.946;90.147;0.028;0.049;1.403;17;2023-07-25;15:32:51
nor3-2866;245617.95;5182528.985;90.129;0.029;0.05;1.403;15;2023-07-25;15:32:52
nor3-2867;245618.746;5182528.126;90.18;0.022;0.035;1.642;16;2023-07-25;15:32:53
nor3-2868;245619.447;5182527.299;90.202;0.025;0.039;1.642;18;2023-07-25;15:32:54
nor3-2869;245620.266;5182526.334;90.229;0.023;0.036;1.313;18;2023-07-25;15:32:55
nor3-2870;245621.013;5182525.377;90.208;0.028;0.042;1.313;19;2023-07-25;15:32:56
nor3-2871;245621.743;5182524.36;90.224;0.023;0.035;1.407;16;2023-07-25;15:32:57
nor3-2872;245622.502;5182523.46;90.222;0.025;0.043;1.407;17;2023-07-25;15:32:58
nor3-2873;245623.017;5182522.732;90.207;0.023;0.04;1.641;17;2023-07-25;15:32:59
nor3-2874;245623.699;5182521.861;90.223;0.024;0.04;1.641;17;2023-07-25;15:33:00
nor3-2875;245624.336;5182521.056;90.213;0.025;0.038;1.641;17;2023-07-25;15:33:01
nor3-2876;245624.943;5182520.282;90.203;0.023;0.037;1.641;18;2023-07-25;15:33:02
nor3-2877;245625.512;5182519.549;90.218;0.023;0.038;1.482;18;2023-07-25;15:33:03
nor3-2878;245626.15;5182518.721;90.223;0.025;0.043;1.482;17;2023-07-25;15:33:04
nor3-2879;245626.837;5182517.831;90.222;0.028;0.046;1.64;18;2023-07-25;15:33:05
nor3-2880;245627.518;5182516.937;90.25;0.029;0.046;1.64;20;2023-07-25;15:33:06
nor3-2881;245628.197;5182516.057;90.292;0.029;0.046;1.302;18;2023-07-25;15:33:07
nor3-2882;245628.875;5182515.105;90.298;0.025;0.042;1.302;19;2023-07-25;15:33:08
nor3-2883;245629.483;5182514.139;90.27;0.028;0.046;1.302;19;2023-07-25;15:33:09
nor3-2884;245630.025;5182513.194;90.291;0.029;0.048;1.301;19;2023-07-25;15:33:10
nor3-2885;245630.533;5182512.261;90.34;0.038;0.055;1.301;19;2023-07-25;15:33:11
nor3-2886;245630.036;5182491.652;90.526;0.027;0.05;2.29;15;2023-07-25;15:33:29
nor3-2887;245630.182;5182490.385;90.532;0.024;0.045;2.29;15;2023-07-25;15:33:30
nor3-2888;245630.344;5182489.567;90.522;0.024;0.041;1.978;16;2023-07-25;15:33:31
nor3-2889;245630.341;5182489.655;90.572;0.025;0.039;1.978;17;2023-07-25;15:33:32
nor3-2890;245630.345;5182489.63;90.562;0.025;0.039;1.731;17;2023-07-25;15:33:33
nor3-2891;245630.344;5182489.634;90.576;0.024;0.038;1.731;17;2023-07-25;15:33:34
nor3-2892;245630.349;5182489.637;90.573;0.022;0.036;1.697;17;2023-07-25;15:33:35
nor3-2893;245630.35;5182489.632;90.565;0.021;0.034;1.697;17;2023-07-25;15:33:36
nor3-2894;245630.348;5182489.632;90.562;0.02;0.033;1.696;18;2023-07-25;15:33:37
nor3-2895;245630.347;5182489.631;90.561;0.018;0.029;1.696;18;2023-07-25;15:33:38
nor3-2896;245630.346;5182489.633;90.552;0.019;0.032;1.696;18;2023-07-25;15:33:39
nor3-2897;245630.358;5182489.619;90.553;0.019;0.031;1.696;18;2023-07-25;15:33:40
nor3-2898;245630.422;5182489.143;90.533;0.021;0.037;1.696;18;2023-07-25;15:33:41
nor3-2899;245630.583;5182488.557;90.54;0.019;0.032;1.696;17;2023-07-25;15:33:42
nor3-2900;245630.861;5182487.518;90.463;0.021;0.032;1.877;17;2023-07-25;15:33:43
nor3-2901;245630.987;5182486.781;90.38;0.025;0.036;1.877;15;2023-07-25;15:33:44
nor3-2902;245631.411;5182485.844;90.444;0.029;0.042;1.886;15;2023-07-25;15:33:45
nor3-2903;245631.707;5182485.309;90.505;0.032;0.049;1.886;15;2023-07-25;15:33:46
nor3-2904;245631.678;5182485.382;90.504;0.028;0.043;2.146;14;2023-07-25;15:33:47
nor3-2905;245631.686;5182485.367;90.481;0.033;0.051;2.146;15;2023-07-25;15:33:48
nor3-2906;245631.685;5182485.362;90.475;0.033;0.052;2.146;15;2023-07-25;15:33:49
nor3-2907;245631.683;5182485.359;90.476;0.03;0.047;2.146;15;2023-07-25;15:33:50
nor3-2908;245631.681;5182485.347;90.464;0.024;0.038;2.146;15;2023-07-25;15:33:51
nor3-2909;245631.828;5182485.067;90.464;0.027;0.041;2.146;15;2023-07-25;15:33:52
nor3-2910;245632.009;5182484.755;90.464;0.026;0.039;2.146;15;2023-07-25;15:33:53
nor3-2911;245631.988;5182484.799;90.474;0.026;0.038;2.146;15;2023-07-25;15:33:54
nor3-2912;245631.987;5182484.774;90.454;0.031;0.045;2.146;15;2023-07-25;15:33:55
nor3-2913;245631.99;5182484.776;90.456;0.031;0.045;2.146;15;2023-07-25;15:33:56
nor3-2914;245631.986;5182484.766;90.444;0.031;0.046;2.146;15;2023-07-25;15:33:57
nor3-2915;245631.989;5182484.773;90.455;0.031;0.046;2.146;16;2023-07-25;15:33:58
nor3-2916;245631.992;5182484.782;90.469;0.025;0.037;1.795;17;2023-07-25;15:33:59
nor3-2917;245631.992;5182484.777;90.459;0.025;0.038;1.795;16;2023-07-25;15:34:00
nor3-2918;245631.993;5182484.784;90.469;0.022;0.035;1.795;16;2023-07-25;15:34:01
nor3-2919;245631.99;5182484.777;90.473;0.021;0.033;1.795;17;2023-07-25;15:34:02
nor3-2920;245631.993;5182484.781;90.473;0.021;0.033;1.63;17;2023-07-25;15:34:03
nor3-2921;245631.989;5182484.777;90.466;0.021;0.033;1.63;17;2023-07-25;15:34:04
nor3-2922;245631.994;5182484.765;90.464;0.025;0.037;1.63;17;2023-07-25;15:34:05
nor3-2923;245632.238;5182484.362;90.48;0.022;0.034;1.63;17;2023-07-25;15:34:06
nor3-2924;245632.808;5182483.469;90.612;0.022;0.035;1.63;15;2023-07-25;15:34:07
nor3-2925;245633.529;5182482.211;90.641;0.025;0.041;1.63;14;2023-07-25;15:34:08
nor3-2926;245634.241;5182481.182;90.636;0.022;0.036;1.96;14;2023-07-25;15:34:09
nor3-2927;245634.79;5182480.354;90.632;0.022;0.036;1.96;15;2023-07-25;15:34:10
nor3-2928;245635.543;5182479.391;90.658;0.022;0.034;1.938;13;2023-07-25;15:34:11
nor3-2929;245636.208;5182478.597;90.639;0.023;0.033;1.938;13;2023-07-25;15:34:12
nor3-2930;245637.023;5182477.77;90.611;0.025;0.034;2.147;16;2023-07-25;15:34:13
nor3-2931;245637.512;5182477.241;90.57;0.024;0.036;2.147;15;2023-07-25;15:34:14
nor3-2932;245637.654;5182477.058;90.578;0.022;0.036;2.147;15;2023-07-25;15:34:15
nor3-2933;245637.675;5182477.045;90.599;0.021;0.035;2.147;16;2023-07-25;15:34:16
nor3-2934;245637.671;5182477.055;90.593;0.021;0.038;1.882;16;2023-07-25;15:34:17
nor3-2935;245637.668;5182477.056;90.598;0.02;0.036;1.882;16;2023-07-25;15:34:18
nor3-2936;245637.667;5182477.049;90.588;0.02;0.036;1.882;16;2023-07-25;15:34:19
nor3-2937;245637.747;5182476.952;90.59;0.019;0.034;1.882;17;2023-07-25;15:34:20
nor3-2938;245637.979;5182476.677;90.591;0.019;0.033;1.699;17;2023-07-25;15:34:21
nor3-2939;245638.205;5182476.411;90.601;0.019;0.033;1.699;17;2023-07-25;15:34:22
nor3-2940;245638.43;5182476.149;90.606;0.019;0.032;1.699;17;2023-07-25;15:34:23
nor3-2941;245638.469;5182476.085;90.599;0.022;0.038;1.699;17;2023-07-25;15:34:24
nor3-2942;245638.479;5182476.083;90.595;0.023;0.04;1.699;17;2023-07-25;15:34:25
nor3-2943;245638.474;5182476.081;90.597;0.021;0.038;1.699;17;2023-07-25;15:34:26
nor3-2944;245638.475;5182476.081;90.596;0.022;0.039;1.699;16;2023-07-25;15:34:27
nor3-2945;245638.471;5182476.081;90.6;0.021;0.037;1.699;17;2023-07-25;15:34:28
nor3-2946;245638.471;5182476.083;90.601;0.021;0.036;1.79;17;2023-07-25;15:34:29
nor3-2947;245638.474;5182476.08;90.603;0.02;0.034;1.79;17;2023-07-25;15:34:30
nor3-2948;245638.473;5182476.081;90.605;0.02;0.033;1.79;17;2023-07-25;15:34:31
nor3-2949;245638.475;5182476.081;90.602;0.019;0.034;1.79;17;2023-07-25;15:34:32
nor3-2950;245638.472;5182476.076;90.595;0.019;0.035;1.789;16;2023-07-25;15:34:33
nor3-2951;245638.471;5182476.076;90.6;0.019;0.033;1.789;16;2023-07-25;15:34:34
nor3-2952;245638.933;5182475.515;90.623;0.019;0.034;1.88;16;2023-07-25;15:34:35
nor3-2953;245639.743;5182474.547;90.621;0.021;0.037;1.88;15;2023-07-25;15:34:36
nor3-2954;245640.49;5182473.377;90.615;0.02;0.035;2.147;15;2023-07-25;15:34:37
nor3-2955;245641.257;5182472.033;90.625;0.026;0.046;2.147;16;2023-07-25;15:34:38
nor3-2956;245641.985;5182470.763;90.635;0.025;0.042;1.88;16;2023-07-25;15:34:39
nor3-2957;245642.665;5182469.497;90.643;0.026;0.041;1.88;16;2023-07-25;15:34:40
nor3-2958;245643.362;5182468.162;90.636;0.025;0.038;1.88;15;2023-07-25;15:34:41
nor3-2959;245644.001;5182466.82;90.623;0.031;0.048;1.88;14;2023-07-25;15:34:42
nor3-2960;245644.549;5182465.491;90.64;0.035;0.057;2.182;14;2023-07-25;15:34:43
nor3-2961;245645.272;5182464.247;90.643;0.036;0.057;2.182;14;2023-07-25;15:34:44
nor3-2962;245647.847;5182461.269;90.605;0.037;0.057;2.311;13;2023-07-25;15:34:47
nor3-2963;245648.779;5182460.274;90.597;0.037;0.055;2.311;13;2023-07-25;15:34:48
nor3-2964;245649.785;5182459.285;90.574;0.031;0.046;2.359;13;2023-07-25;15:34:49
nor3-2965;245650.676;5182458.361;90.563;0.032;0.05;2.359;13;2023-07-25;15:34:50
nor3-2966;245651.637;5182457.415;90.569;0.032;0.045;2.359;11;2023-07-25;15:34:51
nor3-2967;245652.402;5182456.546;90.547;0.033;0.047;2.359;13;2023-07-25;15:34:52
nor3-2968;245653.261;5182455.418;90.617;0.025;0.037;1.972;13;2023-07-25;15:34:53
nor3-2969;245654.045;5182454.353;90.604;0.029;0.044;1.972;13;2023-07-25;15:34:54
nor3-2970;245654.729;5182453.332;90.602;0.025;0.038;2.37;12;2023-07-25;15:34:55
nor3-2971;245655.418;5182452.383;90.601;0.025;0.038;2.37;14;2023-07-25;15:34:56
nor3-2972;245655.978;5182451.609;90.57;0.022;0.032;2.036;13;2023-07-25;15:34:57
nor3-2973;245656.711;5182450.615;90.581;0.022;0.033;2.036;14;2023-07-25;15:34:58
nor3-2974;245657.401;5182449.678;90.58;0.019;0.03;2.358;12;2023-07-25;15:34:59
nor3-2975;245658.15;5182448.609;90.575;0.019;0.03;2.358;14;2023-07-25;15:35:00
nor3-2976;245658.9;5182447.648;90.589;0.019;0.029;2.035;13;2023-07-25;15:35:01
nor3-2977;245659.63;5182446.745;90.598;0.024;0.034;2.035;12;2023-07-25;15:35:02
nor3-2978;245660.39;5182445.813;90.602;0.022;0.033;2.357;12;2023-07-25;15:35:03
nor3-2979;245661.23;5182444.825;90.592;0.023;0.035;2.357;13;2023-07-25;15:35:04
nor3-2980;245662.059;5182443.937;90.604;0.022;0.033;2.202;12;2023-07-25;15:35:05
nor3-2981;245662.869;5182443.045;90.611;0.025;0.036;2.202;12;2023-07-25;15:35:06
nor3-2982;245663.702;5182442.181;90.609;0.022;0.031;2.308;12;2023-07-25;15:35:07
nor3-2983;245664.547;5182441.249;90.603;0.022;0.031;2.308;14;2023-07-25;15:35:08
nor3-2984;245665.399;5182440.276;90.61;0.022;0.033;2.307;12;2023-07-25;15:35:09
nor3-2985;245666.242;5182439.401;90.636;0.02;0.03;2.307;13;2023-07-25;15:35:10
nor3-2986;245666.988;5182438.665;90.617;0.02;0.029;1.876;14;2023-07-25;15:35:11
nor3-2987;245667.747;5182437.9;90.61;0.021;0.031;1.876;15;2023-07-25;15:35:12
nor3-2988;245668.453;5182437.023;90.623;0.02;0.031;1.876;15;2023-07-25;15:35:13
nor3-2989;245669.187;5182436.11;90.622;0.02;0.03;1.876;14;2023-07-25;15:35:14
nor3-2990;245669.945;5182435.267;90.602;0.02;0.03;1.876;15;2023-07-25;15:35:15
nor3-2991;245670.73;5182434.497;90.609;0.019;0.028;1.876;15;2023-07-25;15:35:16
nor3-2992;245671.61;5182433.681;90.6;0.019;0.027;1.74;16;2023-07-25;15:35:17
nor3-2993;245672.447;5182432.881;90.614;0.022;0.034;1.74;12;2023-07-25;15:35:18
nor3-2994;245673.202;5182432.133;90.63;0.022;0.035;2.306;13;2023-07-25;15:35:19
nor3-2995;245673.981;5182431.426;90.607;0.022;0.031;2.306;13;2023-07-25;15:35:20
nor3-2996;245674.816;5182430.573;90.548;0.02;0.029;2.016;13;2023-07-25;15:35:21
nor3-2997;245675.578;5182429.698;90.543;0.02;0.029;2.016;14;2023-07-25;15:35:22
nor3-2998;245676.421;5182428.755;90.517;0.02;0.029;1.786;14;2023-07-25;15:35:23
nor3-2999;245677.107;5182427.912;90.516;0.022;0.031;1.786;16;2023-07-25;15:35:24
nor3-3000;245677.76;5182427.069;90.566;0.023;0.032;1.692;16;2023-07-25;15:35:25
nor3-3001;245678.471;5182426.182;90.562;0.021;0.03;1.692;16;2023-07-25;15:35:26
nor3-3002;245679.123;5182425.369;90.584;0.019;0.031;1.691;17;2023-07-25;15:35:27
nor3-3003;245679.748;5182424.594;90.568;0.022;0.033;1.691;17;2023-07-25;15:35:28
nor3-3004;245680.358;5182423.827;90.595;0.021;0.034;1.691;17;2023-07-25;15:35:29
nor3-3005;245680.966;5182422.943;90.577;0.021;0.034;1.691;16;2023-07-25;15:35:30
nor3-3006;245681.581;5182422.16;90.639;0.023;0.037;1.722;16;2023-07-25;15:35:31
nor3-3007;245682.107;5182421.364;90.6;0.022;0.031;1.722;15;2023-07-25;15:35:32
nor3-3008;245682.667;5182420.554;90.618;0.024;0.035;1.721;15;2023-07-25;15:35:33
nor3-3009;245683.21;5182419.727;90.618;0.023;0.032;1.721;15;2023-07-25;15:35:34
nor3-3010;245683.775;5182418.843;90.58;0.023;0.03;1.69;15;2023-07-25;15:35:35
nor3-3011;245684.459;5182417.965;90.635;0.026;0.035;1.69;15;2023-07-25;15:35:36
nor3-3012;245685.201;5182417.067;90.607;0.025;0.035;1.69;15;2023-07-25;15:35:37
nor3-3013;245686.038;5182416.178;90.624;0.024;0.035;1.69;16;2023-07-25;15:35:38
nor3-3014;245686.879;5182415.26;90.622;0.025;0.035;1.736;16;2023-07-25;15:35:39
nor3-3015;245687.702;5182414.338;90.619;0.023;0.032;1.736;15;2023-07-25;15:35:40
nor3-3016;245688.535;5182413.405;90.653;0.021;0.03;1.735;15;2023-07-25;15:35:41
nor3-3017;245689.365;5182412.363;90.621;0.021;0.029;1.735;17;2023-07-25;15:35:42
nor3-3018;245690.051;5182411.421;90.631;0.022;0.033;1.689;16;2023-07-25;15:35:43
nor3-3019;245690.759;5182410.507;90.611;0.021;0.032;1.689;16;2023-07-25;15:35:44
nor3-3020;245691.392;5182409.684;90.633;0.028;0.032;1.872;15;2023-07-25;15:35:45
nor3-3021;245692.15;5182408.694;90.644;0.03;0.035;1.71;13;2023-07-25;15:35:46
nor3-3022;245692.923;5182407.731;90.639;0.023;0.031;1.946;13;2023-07-25;15:35:47
nor3-3023;245693.791;5182406.803;90.617;0.028;0.031;1.946;13;2023-07-25;15:35:48
nor3-3024;245694.617;5182405.707;90.641;0.031;0.034;1.946;12;2023-07-25;15:35:49
nor3-3025;245696.222;5182403.775;90.618;0.04;0.03;1.78;15;2023-07-25;15:35:51
nor3-3026;245696.932;5182402.917;90.584;0.042;0.03;1.78;13;2023-07-25;15:35:52
nor3-3027;245697.593;5182402.055;90.62;0.027;0.03;1.959;12;2023-07-25;15:35:53
nor3-3028;245698.364;5182401.072;90.595;0.025;0.029;1.959;14;2023-07-25;15:35:54
nor3-3029;245699.071;5182400.197;90.598;0.022;0.032;2.149;15;2023-07-25;15:35:55
nor3-3030;245699.791;5182399.326;90.608;0.022;0.031;2.149;16;2023-07-25;15:35:56
nor3-3031;245700.541;5182398.38;90.595;0.018;0.027;1.871;15;2023-07-25;15:35:57
nor3-3032;245701.309;5182397.466;90.598;0.019;0.029;1.871;16;2023-07-25;15:35:58
nor3-3033;245701.989;5182396.612;90.577;0.02;0.032;1.871;16;2023-07-25;15:35:59
nor3-3034;245702.775;5182395.694;90.583;0.02;0.032;1.871;16;2023-07-25;15:36:00
nor3-3035;245703.561;5182394.887;90.585;0.02;0.03;1.871;16;2023-07-25;15:36:01
nor3-3036;245704.393;5182394.036;90.603;0.02;0.029;1.871;16;2023-07-25;15:36:02
nor3-3037;245705.183;5182393.052;90.577;0.021;0.029;1.465;17;2023-07-25;15:36:03
nor3-3038;245705.896;5182392.15;90.58;0.02;0.028;1.465;17;2023-07-25;15:36:04
nor3-3039;245706.668;5182391.141;90.565;0.015;0.021;1.465;17;2023-07-25;15:36:05
nor3-3040;245707.299;5182390.204;90.57;0.016;0.022;1.465;18;2023-07-25;15:36:06
nor3-3041;245708.018;5182389.206;90.604;0.016;0.023;1.382;18;2023-07-25;15:36:07
nor3-3042;245708.76;5182388.309;90.623;0.017;0.025;1.382;18;2023-07-25;15:36:08
nor3-3043;245709.472;5182387.522;90.629;0.016;0.023;1.382;18;2023-07-25;15:36:09
nor3-3044;245710.135;5182386.845;90.617;0.016;0.024;1.382;18;2023-07-25;15:36:10
nor3-3045;245710.857;5182386.164;90.627;0.017;0.025;1.382;18;2023-07-25;15:36:11
nor3-3046;245711.707;5182385.344;90.676;0.016;0.023;1.382;19;2023-07-25;15:36:12
nor3-3047;245712.5;5182384.52;90.675;0.015;0.021;1.346;18;2023-07-25;15:36:13
nor3-3048;245713.226;5182383.768;90.694;0.017;0.022;1.346;18;2023-07-25;15:36:14
nor3-3049;245713.982;5182382.973;90.701;0.018;0.022;1.368;18;2023-07-25;15:36:15
nor3-3050;245714.726;5182382.17;90.71;0.016;0.021;1.368;18;2023-07-25;15:36:16
nor3-3051;245715.402;5182381.404;90.707;0.02;0.026;1.369;18;2023-07-25;15:36:17
nor3-3052;245716.126;5182380.664;90.708;0.02;0.026;1.369;18;2023-07-25;15:36:18
nor3-3053;245716.79;5182380.035;90.69;0.022;0.028;1.369;18;2023-07-25;15:36:19
nor3-3054;245717.526;5182379.51;90.698;0.021;0.025;1.369;17;2023-07-25;15:36:20
nor3-3055;245718.343;5182379.104;90.678;0.02;0.024;1.347;18;2023-07-25;15:36:21
nor3-3056;245719.377;5182378.777;90.688;0.024;0.027;1.347;17;2023-07-25;15:36:22
nor3-3057;245720.374;5182378.575;90.654;0.019;0.025;1.376;18;2023-07-25;15:36:23
nor3-3058;245721.403;5182378.461;90.684;0.021;0.028;1.376;18;2023-07-25;15:36:24
nor3-3059;245722.552;5182378.418;90.64;0.02;0.027;1.597;19;2023-07-25;15:36:25
nor3-3060;245723.711;5182378.433;90.564;0.019;0.031;1.597;20;2023-07-25;15:36:26
nor3-3061;245724.992;5182378.378;90.552;0.017;0.029;1.259;19;2023-07-25;15:36:27
nor3-3062;245726.062;5182378.356;90.517;0.018;0.029;1.259;18;2023-07-25;15:36:28
nor3-3063;245727.139;5182378.296;90.503;0.017;0.03;1.43;18;2023-07-25;15:36:29
nor3-3064;245728.226;5182378.396;90.5;0.019;0.032;1.43;18;2023-07-25;15:36:30
nor3-3065;245729.364;5182378.595;90.494;0.021;0.036;1.233;19;2023-07-25;15:36:31
nor3-3066;245730.453;5182378.919;90.474;0.03;0.048;1.233;19;2023-07-25;15:36:32
nor3-3067;245731.325;5182379.281;90.454;0.038;0.064;1.233;17;2023-07-25;15:36:33
nor3-3068;245732.108;5182379.755;90.496;0.024;0.04;1.233;15;2023-07-25;15:36:34
nor3-3069;245732.733;5182380.242;90.508;0.017;0.027;1.72;16;2023-07-25;15:36:35
nor3-3070;245733.209;5182380.906;90.616;0.021;0.03;1.72;17;2023-07-25;15:36:36
nor3-3071;245733.633;5182381.72;90.689;0.024;0.034;1.473;18;2023-07-25;15:36:37
nor3-3072;245733.788;5182382.565;90.734;0.027;0.04;1.473;18;2023-07-25;15:36:38
nor3-3073;245733.745;5182383.293;90.723;0.019;0.032;1.394;18;2023-07-25;15:36:39
nor3-3074;245733.479;5182383.967;90.724;0.018;0.029;1.394;19;2023-07-25;15:36:40
nor3-3075;245733.035;5182384.646;90.701;0.017;0.025;1.296;19;2023-07-25;15:36:41
nor3-3076;245732.484;5182385.281;90.701;0.017;0.026;1.296;19;2023-07-25;15:36:42
nor3-3077;245731.736;5182385.977;90.668;0.017;0.026;1.179;20;2023-07-25;15:36:43
nor3-3078;245730.839;5182386.871;90.652;0.018;0.028;1.179;20;2023-07-25;15:36:44
nor3-3079;245730.043;5182387.733;90.644;0.02;0.032;1.185;19;2023-07-25;15:36:45
nor3-3080;245729.362;5182388.494;90.682;0.018;0.029;1.185;21;2023-07-25;15:36:46
nor3-3081;245728.701;5182389.244;90.668;0.016;0.026;1.199;21;2023-07-25;15:36:47
nor3-3082;245727.978;5182390.086;90.638;0.016;0.03;1.199;20;2023-07-25;15:36:48
nor3-3083;245727.275;5182390.917;90.655;0.018;0.034;1.233;19;2023-07-25;15:36:49
nor3-3084;245726.652;5182391.665;90.641;0.018;0.033;1.233;20;2023-07-25;15:36:50
nor3-3085;245726.256;5182392.131;90.629;0.017;0.033;1.358;20;2023-07-25;15:36:51
nor3-3086;245726.256;5182392.13;90.645;0.016;0.028;1.358;20;2023-07-25;15:36:52
nor3-3087;245726.263;5182392.111;90.636;0.014;0.024;1.301;20;2023-07-25;15:36:53
nor3-3088;245726.26;5182392.117;90.626;0.015;0.028;1.301;21;2023-07-25;15:36:54
nor3-3089;245726.264;5182392.116;90.631;0.014;0.027;1.301;22;2023-07-25;15:36:55
nor3-3090;245726.259;5182392.118;90.618;0.014;0.027;1.301;23;2023-07-25;15:36:56
nor3-3091;245726.265;5182392.121;90.614;0.014;0.026;1.149;23;2023-07-25;15:36:57
nor3-3092;245726.268;5182392.115;90.637;0.014;0.026;1.149;23;2023-07-25;15:36:58
nor3-3093;245726.265;5182392.116;90.618;0.013;0.024;1.149;23;2023-07-25;15:36:59
nor3-3094;245726.265;5182392.116;90.62;0.013;0.024;1.149;23;2023-07-25;15:37:00
nor3-3095;245726.264;5182392.113;90.626;0.013;0.024;1.149;23;2023-07-25;15:37:01
nor3-3096;245726.264;5182392.114;90.624;0.013;0.024;1.149;23;2023-07-25;15:37:02
nor3-3097;245726.262;5182392.11;90.621;0.013;0.024;1.15;23;2023-07-25;15:37:03
nor3-3098;245726.265;5182392.111;90.631;0.013;0.023;1.15;23;2023-07-25;15:37:04
nor3-3099;245725.851;5182392.611;90.636;0.014;0.025;1.15;23;2023-07-25;15:37:05
nor3-3100;245725.217;5182393.371;90.609;0.013;0.023;1.15;21;2023-07-25;15:37:06
nor3-3101;245724.495;5182394.239;90.608;0.014;0.025;1.15;21;2023-07-25;15:37:07
nor3-3102;245723.721;5182395.193;90.617;0.013;0.024;1.302;22;2023-07-25;15:37:08
nor3-3103;245722.981;5182396.116;90.604;0.015;0.026;1.302;22;2023-07-25;15:37:09
nor3-3104;245722.274;5182397.037;90.6;0.014;0.025;1.2;20;2023-07-25;15:37:10
nor3-3105;245721.518;5182398.071;90.613;0.014;0.024;1.2;20;2023-07-25;15:37:11
nor3-3106;245720.649;5182399.253;90.588;0.014;0.024;1.235;20;2023-07-25;15:37:12
nor3-3107;245719.771;5182400.448;90.589;0.014;0.025;1.235;19;2023-07-25;15:37:13
nor3-3108;245718.878;5182401.611;90.595;0.014;0.024;1.353;20;2023-07-25;15:37:14
nor3-3109;245717.957;5182402.736;90.601;0.013;0.025;1.36;21;2023-07-25;15:37:15
nor3-3110;245717.026;5182403.883;90.608;0.015;0.028;1.36;21;2023-07-25;15:37:16
nor3-3111;245716.09;5182405.025;90.585;0.015;0.026;1.36;19;2023-07-25;15:37:17
nor3-3112;245715.169;5182406.166;90.602;0.016;0.027;1.36;21;2023-07-25;15:37:18
nor3-3113;245714.238;5182407.315;90.612;0.014;0.023;1.295;21;2023-07-25;15:37:19
nor3-3114;245713.319;5182408.441;90.631;0.013;0.022;1.295;21;2023-07-25;15:37:20
nor3-3115;245712.374;5182409.593;90.607;0.013;0.022;1.278;20;2023-07-25;15:37:21
nor3-3116;245711.433;5182410.733;90.593;0.013;0.021;1.278;20;2023-07-25;15:37:22
nor3-3117;245710.499;5182411.884;90.596;0.012;0.021;1.237;22;2023-07-25;15:37:23
nor3-3118;245709.582;5182413.029;90.587;0.012;0.02;1.237;22;2023-07-25;15:37:24
nor3-3119;245708.663;5182414.178;90.595;0.012;0.02;1.207;22;2023-07-25;15:37:25
nor3-3120;245707.746;5182415.341;90.586;0.014;0.023;1.207;22;2023-07-25;15:37:26
nor3-3121;245706.829;5182416.496;90.587;0.013;0.021;1.207;22;2023-07-25;15:37:27
nor3-3122;245705.937;5182417.676;90.586;0.013;0.023;1.207;21;2023-07-25;15:37:28
nor3-3123;245705.05;5182418.829;90.59;0.013;0.022;1.242;21;2023-07-25;15:37:29
nor3-3124;245704.163;5182420.008;90.58;0.014;0.022;1.242;22;2023-07-25;15:37:30
nor3-3125;245703.284;5182421.188;90.578;0.014;0.023;1.168;20;2023-07-25;15:37:31
nor3-3126;245702.387;5182422.363;90.569;0.013;0.021;1.168;20;2023-07-25;15:37:32
nor3-3127;245701.509;5182423.533;90.584;0.013;0.021;1.223;22;2023-07-25;15:37:33
nor3-3128;245700.668;5182424.637;90.562;0.013;0.022;1.223;21;2023-07-25;15:37:34
nor3-3129;245699.863;5182425.678;90.564;0.014;0.023;1.168;22;2023-07-25;15:37:35
nor3-3130;245699.138;5182426.615;90.535;0.013;0.022;1.168;21;2023-07-25;15:37:36
nor3-3131;245698.41;5182427.569;90.533;0.014;0.025;1.19;21;2023-07-25;15:37:37
nor3-3132;245697.685;5182428.505;90.526;0.014;0.025;1.19;21;2023-07-25;15:37:38
nor3-3133;245696.973;5182429.437;90.512;0.014;0.025;1.28;21;2023-07-25;15:37:39
nor3-3134;245696.263;5182430.362;90.51;0.015;0.025;1.28;21;2023-07-25;15:37:40
